TIMESTAMP,Calculated engine load,Engine coolant temperature,Short term fuel trim—Bank 1,Long term fuel trim—Bank 1, Short term fuel trim—Bank 2,Engine RPM,Vehicle speed ,Intake air temperature ,Throttle position ,Fuel Tank Level Input  ,Distance traveled since codes cleared , Relative throttle position, Ambient air temperature,Absolute throttle position B,Absolute throttle position C,Absolute throttle position D,Absolute throttle position E,Absolute throttle position F,Fuel Type
1.50E+12,30.6,79,,,,999,0,53,24,47.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,78,,,,1005,0,53,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,78,,,,1003,0,54,24,49,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1007,0,54,24,49.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1006,0,54,24,49.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1015,0,55,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1015,0,55,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1010,0,55,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,998,0,55,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1009,0,56,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,995,0,56,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1007,0,56,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1012,0,56,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,79,,,,1005,0,56,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.4,79,,,,995,0,57,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,79,,,,1007,0,57,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,79,,,,1003,0,57,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,78,,,,1024,6,57,24,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,34.1,78,,,,1072,5,57,26,49.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,35.7,78,,,,1012,0,58,26,49.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,79,,,,1014,0,58,24,48.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,79,,,,1014,0,58,24,48.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,79,,,,1017,0,58,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,79,,,,1015,0,59,25,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,79,,,,1007,0,59,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,79,,,,994,0,59,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,79,,,,1014,0,59,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,57.6,79,,,,994,9,59,30,47.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,25.5,79,,,,1162,0,59,24,47.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.4,79,,,,1016,0,59,24,47.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,79,,,,1004,0,59,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,79,,,,1011,0,60,25,49,,,,,,,,,Biodiesel_Ethanol
1.50E+12,52.5,79,,,,1064,5,60,30,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,37.6,79,,,,1370,19,61,30,45.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.3,79,,,,1302,25,60,26,44.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,28.6,79,,,,1109,19,59,26,51,,,,,,,,,Biodiesel_Ethanol
1.50E+12,24.7,79,,,,1274,28,58,25,44.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,23.1,79,,,,1293,23,57,25,45.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,27.5,79,,,,1165,16,56,25,46.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,24.7,79,,,,1171,8,56,24,46.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,18.4,79,,,,1507,28,55,33,40.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,21.6,78,,,,2208,25,54,29,36.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,44.7,78,,,,2264,33,54,27,36.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,47.5,79,,,,1950,40,52,32,36.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,36.9,80,,,,1487,36,51,30,36.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,32.9,80,,,,1500,39,50,29,35.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,18.4,80,,,,1347,42,50,23,34.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,18,80,,,,1253,39,50,22,34.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,40,80,,,,1429,48,48,30,35.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,80,,,,1630,51,47,29,37.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.4,80,,,,1682,51,47,29,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,17.6,80,,,,1497,37,47,23,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20,80,,,,1081,8,47,22,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,24.3,81,,,,970,15,46,23,39.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.4,80,,,,1863,25,46,25,37.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,18.4,81,,,,1166,11,46,22,46.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20,81,,,,1077,9,46,22,50.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,19.2,82,,,,1105,8,46,22,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,24.3,83,,,,1046,4,46,23,45.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20.8,83,,,,1082,5,45,23,43.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,27.1,84,,,,1412,21,45,26,41.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,85,,,,2205,34,44,25,38.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,17.3,86,,,,1835,40,43,24,36.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,19.6,87,,,,1071,28,44,22,38.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,17.3,86,,,,1329,27,42,23,38.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,43.5,86,,,,1903,33,41,31,36.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,87,,,,1781,42,40,24,30.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20,87,,,,2405,48,40,29,35.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.5,87,,,,1520,35,39,23,44.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,27.8,87,,,,2503,49,38,30,37.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20,88,,,,1668,46,39,25,35.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,24.7,87,,,,1008,32,39,23,37.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20,87,,,,1081,22,39,22,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,18,87,,,,1091,13,39,22,36.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,19.2,88,,,,1108,18,39,22,41.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20,89,,,,1078,15,38,22,46.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.2,89,,,,1398,32,38,28,44.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,33.3,90,,,,1908,46,36,32,41.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,39.2,90,,,,2567,48,36,33,40.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,32.9,90,,,,2349,45,35,31,43.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,90,,,,2050,33,36,25,50.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,91,,,,1732,32,36,23,50.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,17.3,91,,,,1252,6,37,22,53.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,91,,,,1649,20,37,30,51.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,18.4,92,,,,1822,19,37,26,47.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,37.3,93,,,,1696,32,36,31,49,,,,,,,,,Biodiesel_Ethanol
1.50E+12,27.5,93,,,,1989,45,36,29,45.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,94,,,,2400,40,36,26,40,,,,,,,,,Biodiesel_Ethanol
1.50E+12,15.7,94,,,,2350,51,35,26,46.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,27.1,93,,,,1660,47,36,26,49.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,57.3,92,,,,1482,38,35,35,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,20.8,91,,,,1332,20,36,24,35.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,36.1,90,,,,989,0,36,26,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,89,,,,1005,0,37,25,36.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,32.9,89,,,,1006,0,38,25,35.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,32.2,88,,,,1007,16,40,29,34.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,56.1,88,,,,2241,38,42,35,33.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,17.6,88,,,,1614,39,42,26,32.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,25.9,88,,,,1132,8,41,24,33.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,87,,,,1055,0,42,25,34.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,52.2,87,,,,1009,14,43,31,34.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,40.4,86,,,,1581,17,44,31,40.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,42.4,86,,,,1392,20,44,29,38.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,86,,,,1835,22,46,29,36.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.3,85,,,,1146,0,45,24,37.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,50.6,85,,,,1129,9,46,30,39.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.4,84,,,,1102,3,47,25,40.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,27.1,84,,,,1108,0,48,25,39.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.4,84,,,,1012,0,48,25,37.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31,84,,,,1010,0,49,25,35.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.4,84,,,,1003,0,50,25,33.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,84,,,,1040,2,51,28,32.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,45.5,84,,,,891,0,51,25,32.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,40.8,84,,,,1049,2,53,45,35.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,32.9,84,,,,963,0,54,26,36.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,84,,,,,0,53,21,38.4,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,85,,,,,0,53,28,38.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,,,,,,,,28,,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,91,,,,,0,53,,,,,,,,,,,Biodiesel_Ethanol
1.50E+12,33.3,86,,,,1094,7,54,29,45.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,37.6,85,,,,1917,15,54,31,39.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,58.8,84,,,,2730,43,52,84,44.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,37.3,83,,,,1923,47,50,31,43.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,16.9,83,,,,1489,28,50,23,40.8,,,,,,,,,Biodiesel_Ethanol
1.50E+12,56.5,82,,,,1708,47,48,34,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,22,82,,,,1133,14,48,24,36.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.4,82,,,,1081,2,48,25,38,,,,,,,,,Biodiesel_Ethanol
1.50E+12,34.9,81,,,,1345,24,49,28,36.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.3,81,,,,1991,41,48,29,43.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,23.5,81,,,,1182,7,48,24,49,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,82,,,,1009,3,48,24,48.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,66.3,80,,,,1357,22,49,37,42,,,,,,,,,Biodiesel_Ethanol
1.50E+12,22,80,,,,1164,12,48,24,45.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,32.5,81,,,,1046,14,49,26,41.2,,,,,,,,,Biodiesel_Ethanol
1.50E+12,25.5,81,,,,1135,6,49,24,36.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,80,,,,997,0,50,24,43.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,80,,,,1003,0,51,25,44.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31,80,,,,1004,0,51,25,45.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,30.6,80,,,,992,0,52,25,46.3,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31,80,,,,1012,0,53,25,46.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.4,81,,,,989,0,54,25,47.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,34.5,81,,,,1027,0,54,25,46.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,31.4,81,,,,1006,0,55,25,47.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,41.6,81,,,,1174,3,56,27,46.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,38.8,81,,,,1396,16,57,29,43.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.3,81,,,,1580,14,57,25,43.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,36.5,82,,,,1342,20,57,29,41.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29,82,,,,1534,23,57,28,44.7,,,,,,,,,Biodiesel_Ethanol
1.50E+12,17.3,82,,,,1356,9,57,23,43.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,24.7,82,,,,1701,11,57,27,42,,,,,,,,,Biodiesel_Ethanol
1.50E+12,23.5,82,,,,1157,13,57,24,39.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,33.7,81,,,,1048,10,57,26,45.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,42,81,,,,1041,4,57,28,47.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.3,81,,,,1237,5,58,25,41.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,29.4,80,,,,1130,15,58,28,37.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.7,80,,,,1139,9,58,24,32.5,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,81,,,,,0,59,21,37.6,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,81,,,,,0,59,28,36.9,,,,,,,,,Biodiesel_Ethanol
1.50E+12,,,,,,,,,28,36.1,,,,,,,,,Biodiesel_Ethanol
1.50E+12,26.3,54,,,,1171,7,37,28,44.3,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,27.5,55,,,,1147,2,37,26,44.3,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,33.3,56,,,,1041,0,37,25,44.3,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,45.1,57,,,,1106,13,37,30,42,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20.4,57,,,,1354,17,37,28,40,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20.4,58,,,,1289,4,37,24,38,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.1,59,,,,1208,13,37,24,43.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,22.7,60,,,,1226,20,37,24,43.1,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,62,,,,2320,9,38,25,43.9,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,54.1,63,,,,1803,24,38,32,45.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,53.7,64,,,,2422,49,37,35,42,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,66,,,,2373,35,37,26,41.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20.4,67,,,,1354,26,37,23,41.2,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,22,68,,,,1226,6,37,24,39.2,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.9,68,,,,1157,0,37,24,40,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,69,,,,1017,0,37,24,38.8,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,69,,,,1008,0,37,24,38,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,29.8,69,,,,998,0,38,24,37.3,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,29.4,70,,,,1013,0,38,24,36.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,43.5,70,,,,1106,8,38,29,36.1,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,31.8,71,,,,1231,19,38,27,36.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,53.7,72,,,,2131,36,38,35,40,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,29,73,,,,1978,42,38,29,39.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,18.4,75,,,,2256,43,38,27,38,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,18.8,76,,,,1395,42,38,23,38,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20.4,76,,,,1298,38,38,23,38,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,18,77,,,,1148,34,38,22,37.3,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,60.8,77,,,,1217,39,37,31,37.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.5,78,,,,1275,42,37,25,38.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,32.5,79,,,,1443,46,36,29,40.8,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,39.2,79,,,,1506,44,36,30,41.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,23.1,80,,,,1362,35,36,25,39.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,18.8,80,,,,1098,8,36,22,42.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,42,81,,,,1603,,36,33,45.9,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,71,82,,,,1898,44,34,53,43.9,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,53.3,84,,,,2358,49,34,35,45.1,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,49,85,,,,2571,49,34,35,45.1,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,15.3,86,,,,1382,37,34,22,46.7,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.9,87,,,,1180,35,35,21,46.7,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.5,85,,,,1260,44,35,21,56.1,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,15.7,79,,,,1454,42,35,22,56.9,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,17.3,75,,,,1285,32,34,22,55.3,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,76,,,,1360,0,34,22,54.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,21.2,78,,,,1008,0,34,22,53.7,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20.4,78,,,,1007,0,34,21,51.8,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20.8,79,,,,1014,16,34,22,49.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,58.8,79,,,,1509,36,33,34,43.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,54.5,81,,,,1992,49,33,34,38.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,82,,,,2028,52,33,24,38.8,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,28.6,82,,,,1807,54,33,30,41.2,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,27.1,81,,,,1729,53,33,28,40.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.5,80,,,,1677,51,33,28,40,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.9,80,,,,1663,51,33,28,40,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,27.5,80,,,,1663,47,33,28,39.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,80,,,,1492,43,33,22,41.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,80,,,,1339,39,33,22,42.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.5,80,,,,1276,36,33,22,43.5,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.5,79,,,,2532,28,33,27,47.1,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,79,,,,2111,24,33,25,47.8,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,19.2,79,,,,1069,0,33,21,49.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,20,80,,,,1017,0,33,22,51,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,21.2,80,,,,995,0,33,22,50.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,21.2,80,,,,1003,11,33,22,51.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,34.1,81,,,,1559,33,33,31,49.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.5,81,,,,1804,36,33,28,49.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.1,81,,,,1766,40,33,24,50.2,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,18.8,82,,,,1355,49,33,23,50.2,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,16.5,82,,,,1593,44,33,23,49.4,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,18,83,,,,1405,39,33,23,50.6,,,16,,,,,,Biodiesel_Ethanol
1.50E+12,25.9,82,,,,1123,24,33,24,52.2,,,16,,,,,,Biodiesel_Ethanol
